icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label,head_neck_cancer,gi_cancer,colorectal_cancer,lung_cancer,bone_cancer,melanoma_cancer,breast_cancer,uterine_cervical_cancer,other_female_cancer,male_genital_cancer,urinary_cancer,brain_cancer,lymph_hem_cancer,other_cancer,benign_cancer,nonmelanoma_skin_cancer,uncertain_unspecified_cancer,carcinoma_in_situ_cancer
'2384',9,polycythemia vera,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2385',9,neoplasm of uncertain behavior of histiocytic and mast cells,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2386',9,neoplasm of uncertain behavior of plasma cells,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2387',9,lymphoproliferat dis nos#,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23871',9,essential thrombocythemia,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23872',9,low grade myelodysplastic syndrome lesions,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23873',9,high grade myelodysplastic syndrome lesions,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23874',9,myelodysplastic syndrome with 5q deletion,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23875',9,"myelodysplastic syndrome, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23876',9,myelofibrosis with myeloid metaplasia,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23877',9,post-transplant lymphoproliferative disorder (ptld),44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23879',9,other lymphatic and hematopoietic tissues,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2388',9,neoplasm of uncertain behavior of other specified sites,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2389',9,"neoplasm of uncertain behavior, site unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2390',9,neoplasm of unspecified nature of digestive system,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2391',9,neoplasm of unspecified nature of respiratory system,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2392',9,"neoplasm of unspecified nature of bone, soft tissue, and skin",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2393',9,neoplasm of unspecified nature of breast,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2394',9,neoplasm of unspecified nature of bladder,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2395',9,neoplasm of unspecified nature of other genitourinary organs,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2396',9,neoplasm of unspecified nature of brain,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2397',9,neoplasm of unspecified nature of endocrine glands and other parts of nervous system,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2398',9,"neoplasm nos, site nec#",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23981',9,"neoplasms of unspecified nature, retina and choroid",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'23989',9,"neoplasms of unspecified nature, other specified sites",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'2399',9,"neoplasm of unspecified nature, site unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D3701',10,neoplasm of uncertain behavior of lip,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D3702',10,neoplasm of uncertain behavior of tongue,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D37030',10,neoplasm of uncertain behavior of the parotid salivary glands,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D37031',10,neoplasm of uncertain behavior of the sublingual salivary glands,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D37032',10,neoplasm of uncertain behavior of the submandibular salivary glands,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D37039',10,"neoplasm of uncertain behavior of the major salivary glands, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D3704',10,neoplasm of uncertain behavior of the minor salivary glands,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D3705',10,neoplasm of uncertain behavior of pharynx,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D3709',10,neoplasm of uncertain behavior of other specified sites of the oral cavity,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D371',10,neoplasm of uncertain behavior of stomach,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D372',10,neoplasm of uncertain behavior of small intestine,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D373',10,neoplasm of uncertain behavior of appendix,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D374',10,neoplasm of uncertain behavior of colon,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D375',10,neoplasm of uncertain behavior of rectum,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D376',10,"neoplasm of uncertain behavior of liver, gallbladder and bile ducts",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D378',10,neoplasm of uncertain behavior of other specified digestive organs,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D379',10,"neoplasm of uncertain behavior of digestive organ, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D380',10,neoplasm of uncertain behavior of larynx,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D381',10,"neoplasm of uncertain behavior of trachea, bronchus and lung",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D382',10,neoplasm of uncertain behavior of pleura,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D383',10,neoplasm of uncertain behavior of mediastinum,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D384',10,neoplasm of uncertain behavior of thymus,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D385',10,neoplasm of uncertain behavior of other respiratory organs,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D386',10,"neoplasm of uncertain behavior of respiratory organ, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D390',10,neoplasm of uncertain behavior of uterus,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D3910',10,neoplasm of uncertain behavior of unspecified ovary,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D3911',10,neoplasm of uncertain behavior of right ovary,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D3912',10,neoplasm of uncertain behavior of left ovary,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D392',10,neoplasm of uncertain behavior of placenta,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D398',10,neoplasm of uncertain behavior of other specified female genital organs,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D399',10,"neoplasm of uncertain behavior of female genital organ, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D400',10,neoplasm of uncertain behavior of prostate,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4010',10,neoplasm of uncertain behavior of unspecified testis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4011',10,neoplasm of uncertain behavior of right testis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4012',10,neoplasm of uncertain behavior of left testis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D408',10,neoplasm of uncertain behavior of other specified male genital organs,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D409',10,"neoplasm of uncertain behavior of male genital organ, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4100',10,neoplasm of uncertain behavior of unspecified kidney,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4101',10,neoplasm of uncertain behavior of right kidney,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4102',10,neoplasm of uncertain behavior of left kidney,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4110',10,neoplasm of uncertain behavior of unspecified renal pelvis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4111',10,neoplasm of uncertain behavior of right renal pelvis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4112',10,neoplasm of uncertain behavior of left renal pelvis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4120',10,neoplasm of uncertain behavior of unspecified ureter,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4121',10,neoplasm of uncertain behavior of right ureter,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4122',10,neoplasm of uncertain behavior of left ureter,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D413',10,neoplasm of uncertain behavior of urethra,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D414',10,neoplasm of uncertain behavior of bladder,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D418',10,neoplasm of uncertain behavior of other specified urinary organs,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D419',10,neoplasm of uncertain behavior of unspecified urinary organ,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D420',10,neoplasm of uncertain behavior of cerebral meninges,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D421',10,neoplasm of uncertain behavior of spinal meninges,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D429',10,"neoplasm of uncertain behavior of meninges, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D430',10,"neoplasm of uncertain behavior of brain, supratentorial",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D431',10,"neoplasm of uncertain behavior of brain, infratentorial",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D432',10,"neoplasm of uncertain behavior of brain, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D433',10,neoplasm of uncertain behavior of cranial nerves,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D434',10,neoplasm of uncertain behavior of spinal cord,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D438',10,neoplasm of uncertain behavior of other specified parts of central nervous system,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D439',10,"neoplasm of uncertain behavior of central nervous system, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D440',10,neoplasm of uncertain behavior of thyroid gland,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4410',10,neoplasm of uncertain behavior of unspecified adrenal gland,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4411',10,neoplasm of uncertain behavior of right adrenal gland,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4412',10,neoplasm of uncertain behavior of left adrenal gland,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D442',10,neoplasm of uncertain behavior of parathyroid gland,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D443',10,neoplasm of uncertain behavior of pituitary gland,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D444',10,neoplasm of uncertain behavior of craniopharyngeal duct,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D445',10,neoplasm of uncertain behavior of pineal gland,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D446',10,neoplasm of uncertain behavior of carotid body,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D447',10,neoplasm of uncertain behavior of aortic body and other paraganglia,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D449',10,neoplasm of uncertain behavior of unspecified endocrine gland,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D45',10,polycythemia vera,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D460',10,"refractory anemia without ring sideroblasts, so stated",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D461',10,refractory anemia with ring sideroblasts,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4620',10,"refractory anemia with excess of blasts, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4621',10,refractory anemia with excess of blasts 1,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4622',10,refractory anemia with excess of blasts 2,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D464',10,"refractory anemia, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D469',10,"myelodysplastic syndrome, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D46A',10,refractory cytopenia with multilineage dysplasia,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D46B',10,refractory cytopenia with multilineage dysplasia and ring sideroblasts,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D46C',10,myelodysplastic syndrome with isolated del(5q) chromosomal abnormality,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D46Z',10,other myelodysplastic syndromes,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D470',10,histiocytic and mast cell tumours of uncertain and unknown behaviour,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4701',10,cutaneous mastocytosis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4702',10,systemic mastocytosis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4709',10,other mast cell neoplasms of uncertain behavior,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D471',10,chronic myeloproliferative disease,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D472',10,monoclonal gammopathy,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D473',10,essential (hemorrhagic) thrombocythemia,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D474',10,osteomyelofibrosis,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D479',10,"neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D47Z1',10,post-transplant lymphoproliferative disorder (ptld),44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D47Z2',10,castleman disease,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D47Z9',10,"other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D480',10,neoplasm of uncertain behavior of bone and articular cartilage,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D481',10,neoplasm of uncertain behavior of connective and other soft tissue,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D482',10,neoplasm of uncertain behavior of peripheral nerves and autonomic nervous system,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D483',10,neoplasm of uncertain behavior of retroperitoneum,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D484',10,neoplasm of uncertain behavior of peritoneum,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D485',10,neoplasm of uncertain behavior of skin,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4860',10,neoplasm of uncertain behavior of unspecified breast,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4861',10,neoplasm of uncertain behavior of right breast,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4862',10,neoplasm of uncertain behavior of left breast,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D487',10,neoplasm of uncertain behavior of other specified sites,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D489',10,"neoplasm of uncertain behavior, unspecified",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D490',10,neoplasm of unspecified behavior of digestive system,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D491',10,neoplasm of unspecified behavior of respiratory system,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D492',10,"neoplasm of unspecified behavior of bone, soft tissue, and skin",44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D493',10,neoplasm of unspecified behavior of breast,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D494',10,neoplasm of unspecified behavior of bladder,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D495',10,neoplasm of unspecified behavior of other genitourinary organs,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D49511',10,neoplasm of unspecified behavior of right kidney,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D49512',10,neoplasm of unspecified behavior of left kidney,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D49519',10,neoplasm of unspecified behavior of unspecified kidney,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4959',10,neoplasm of unspecified behavior of other genitourinary organ,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D496',10,neoplasm of unspecified behavior of brain,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D497',10,neoplasm of unspecified behavior of endocrine glands and other parts of nervous system,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4981',10,neoplasm of unspecified behavior of retina and choroid,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D4989',10,neoplasm of unspecified behavior of other specified sites,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'D499',10,neoplasm of unspecified behavior of unspecified site,44,(44) neoplasms of unspecified nature or uncertain behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
'V580',9,encounter for radiotherapy,45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'V581',9,chemotherapy encounter#,45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'V5811',9,encounter for antineoplastic chemotherapy,45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'V5812',9,encounter for antineoplastic immunotherapy,45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'V661',9,convalescence following radiotherapy,45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'V662',9,convalescence following chemotherapy,45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'V671',9,"follow-up examination, following radiotherapy",45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'V672',9,"follow-up examination, following chemotherapy",45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'Z510',10,encounter for antineoplastic radiation therapy,45,(45) maintenance chemotherapy; radiotherapy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
