cpt_code,pcs_ccs_single,pcs_ccs_single_label
'52620',113,(113) transurethral resection of prostate (turp)
'52630',113,(113) transurethral resection of prostate (turp)
'52640',101,"(101) transurethral excision, drainage, or removal urinary obstruction"
'52647',118,"(118) other or therapeutic procedures, male genital"
'52648',118,"(118) other or therapeutic procedures, male genital"
'52649',118,"(118) other or therapeutic procedures, male genital"
'53000',109,(109) procedures on the urethra
'53010',109,(109) procedures on the urethra
'53020',109,(109) procedures on the urethra
'53025',109,(109) procedures on the urethra
'53210',109,(109) procedures on the urethra
'53215',109,(109) procedures on the urethra
'53220',109,(109) procedures on the urethra
'53230',109,(109) procedures on the urethra
'53235',109,(109) procedures on the urethra
'53240',109,(109) procedures on the urethra
'53250',109,(109) procedures on the urethra
'53260',109,(109) procedures on the urethra
'53265',109,(109) procedures on the urethra
'53270',109,(109) procedures on the urethra
'53275',109,(109) procedures on the urethra
'53400',109,(109) procedures on the urethra
'53405',109,(109) procedures on the urethra
'53410',109,(109) procedures on the urethra
'53415',109,(109) procedures on the urethra
'53420',109,(109) procedures on the urethra
'53425',109,(109) procedures on the urethra
'53430',109,(109) procedures on the urethra
'53431',109,(109) procedures on the urethra
'53440',106,(106) genitourinary incontinence procedures
'53442',106,(106) genitourinary incontinence procedures
'53444',109,(109) procedures on the urethra
'53445',106,(106) genitourinary incontinence procedures
'53446',109,(109) procedures on the urethra
'53447',106,(106) genitourinary incontinence procedures
'53448',106,(106) genitourinary incontinence procedures
'53449',106,(106) genitourinary incontinence procedures
'53450',109,(109) procedures on the urethra
'53460',109,(109) procedures on the urethra
'53500',109,(109) procedures on the urethra
'53502',109,(109) procedures on the urethra
'53505',109,(109) procedures on the urethra
'53510',109,(109) procedures on the urethra
'53515',109,(109) procedures on the urethra
'53520',109,(109) procedures on the urethra
'53853',113,(113) transurethral resection of prostate (turp)
'54110',118,"(118) other or therapeutic procedures, male genital"
'54111',118,"(118) other or therapeutic procedures, male genital"
'54112',118,"(118) other or therapeutic procedures, male genital"
'54115',118,"(118) other or therapeutic procedures, male genital"
'54120',118,"(118) other or therapeutic procedures, male genital"
'54125',118,"(118) other or therapeutic procedures, male genital"
'54130',118,"(118) other or therapeutic procedures, male genital"
'54135',118,"(118) other or therapeutic procedures, male genital"
'54300',118,"(118) other or therapeutic procedures, male genital"
'54304',118,"(118) other or therapeutic procedures, male genital"
'54308',109,(109) procedures on the urethra
'54312',109,(109) procedures on the urethra
'54316',109,(109) procedures on the urethra
'54318',109,(109) procedures on the urethra
'54322',118,"(118) other or therapeutic procedures, male genital"
'54324',118,"(118) other or therapeutic procedures, male genital"
'54326',118,"(118) other or therapeutic procedures, male genital"
'54328',118,"(118) other or therapeutic procedures, male genital"
'54332',118,"(118) other or therapeutic procedures, male genital"
'54336',118,"(118) other or therapeutic procedures, male genital"
'54340',118,"(118) other or therapeutic procedures, male genital"
'54344',118,"(118) other or therapeutic procedures, male genital"
'54348',118,"(118) other or therapeutic procedures, male genital"
'54352',118,"(118) other or therapeutic procedures, male genital"
'54360',118,"(118) other or therapeutic procedures, male genital"
'54380',118,"(118) other or therapeutic procedures, male genital"
'54385',118,"(118) other or therapeutic procedures, male genital"
'54390',118,"(118) other or therapeutic procedures, male genital"
'54400',118,"(118) other or therapeutic procedures, male genital"
'54401',118,"(118) other or therapeutic procedures, male genital"
'54405',118,"(118) other or therapeutic procedures, male genital"
'54406',118,"(118) other or therapeutic procedures, male genital"
'54408',118,"(118) other or therapeutic procedures, male genital"
'54410',118,"(118) other or therapeutic procedures, male genital"
'54411',118,"(118) other or therapeutic procedures, male genital"
'54415',118,"(118) other or therapeutic procedures, male genital"
'54416',118,"(118) other or therapeutic procedures, male genital"
'54417',118,"(118) other or therapeutic procedures, male genital"
'54420',118,"(118) other or therapeutic procedures, male genital"
'54430',118,"(118) other or therapeutic procedures, male genital"
'54435',118,"(118) other or therapeutic procedures, male genital"
'54438',118,"(118) other or therapeutic procedures, male genital"
'54440',118,"(118) other or therapeutic procedures, male genital"
'54512',118,"(118) other or therapeutic procedures, male genital"
'54520',118,"(118) other or therapeutic procedures, male genital"
'54522',118,"(118) other or therapeutic procedures, male genital"
'54530',118,"(118) other or therapeutic procedures, male genital"
'54535',118,"(118) other or therapeutic procedures, male genital"
'54550',118,"(118) other or therapeutic procedures, male genital"
'54560',118,"(118) other or therapeutic procedures, male genital"
'54600',118,"(118) other or therapeutic procedures, male genital"
'54620',118,"(118) other or therapeutic procedures, male genital"
'54640',118,"(118) other or therapeutic procedures, male genital"
'54650',118,"(118) other or therapeutic procedures, male genital"
'54660',118,"(118) other or therapeutic procedures, male genital"
'54670',118,"(118) other or therapeutic procedures, male genital"
'54680',118,"(118) other or therapeutic procedures, male genital"
'54690',118,"(118) other or therapeutic procedures, male genital"
'54692',118,"(118) other or therapeutic procedures, male genital"
'54820',116,"(116) diagnostic procedures, male genital"
'54830',118,"(118) other or therapeutic procedures, male genital"
'54840',118,"(118) other or therapeutic procedures, male genital"
'54860',118,"(118) other or therapeutic procedures, male genital"
'54861',118,"(118) other or therapeutic procedures, male genital"
'54900',118,"(118) other or therapeutic procedures, male genital"
'54901',118,"(118) other or therapeutic procedures, male genital"
'55040',118,"(118) other or therapeutic procedures, male genital"
'55041',118,"(118) other or therapeutic procedures, male genital"
'55060',118,"(118) other or therapeutic procedures, male genital"
'55150',118,"(118) other or therapeutic procedures, male genital"
'55175',118,"(118) other or therapeutic procedures, male genital"
'55180',118,"(118) other or therapeutic procedures, male genital"
'55400',118,"(118) other or therapeutic procedures, male genital"
'55500',118,"(118) other or therapeutic procedures, male genital"
'55520',118,"(118) other or therapeutic procedures, male genital"
'55530',118,"(118) other or therapeutic procedures, male genital"
'55535',118,"(118) other or therapeutic procedures, male genital"
'55540',86,(86) other hernia repair
'55550',118,"(118) other or therapeutic procedures, male genital"
'55600',118,"(118) other or therapeutic procedures, male genital"
'55605',118,"(118) other or therapeutic procedures, male genital"
'55650',118,"(118) other or therapeutic procedures, male genital"
'55680',118,"(118) other or therapeutic procedures, male genital"
'55801',114,(114) open prostatectomy
'55810',114,(114) open prostatectomy
'55812',114,(114) open prostatectomy
'55815',114,(114) open prostatectomy
'55821',114,(114) open prostatectomy
'55831',114,(114) open prostatectomy
'55840',114,(114) open prostatectomy
'55842',114,(114) open prostatectomy
'55845',114,(114) open prostatectomy
'55860',118,"(118) other or therapeutic procedures, male genital"
'55862',118,"(118) other or therapeutic procedures, male genital"
'55865',118,"(118) other or therapeutic procedures, male genital"
'55866',114,(114) open prostatectomy
'55873',114,(114) open prostatectomy
'55876',117,"(117) other non-or therapeutic procedures, male genital"
'55970',118,"(118) other or therapeutic procedures, male genital"
'55980',132,"(132) other or therapeutic procedures, female organs"
'56620',132,"(132) other or therapeutic procedures, female organs"
'56625',132,"(132) other or therapeutic procedures, female organs"
'56630',132,"(132) other or therapeutic procedures, female organs"
'56631',132,"(132) other or therapeutic procedures, female organs"
'56632',132,"(132) other or therapeutic procedures, female organs"
'56633',132,"(132) other or therapeutic procedures, female organs"
'56634',132,"(132) other or therapeutic procedures, female organs"
'56637',132,"(132) other or therapeutic procedures, female organs"
'56640',132,"(132) other or therapeutic procedures, female organs"
'56700',132,"(132) other or therapeutic procedures, female organs"
'56740',132,"(132) other or therapeutic procedures, female organs"
'56800',132,"(132) other or therapeutic procedures, female organs"
'56805',132,"(132) other or therapeutic procedures, female organs"
'56810',132,"(132) other or therapeutic procedures, female organs"
'57106',132,"(132) other or therapeutic procedures, female organs"
'57107',132,"(132) other or therapeutic procedures, female organs"
'57109',132,"(132) other or therapeutic procedures, female organs"
'57110',132,"(132) other or therapeutic procedures, female organs"
'57111',132,"(132) other or therapeutic procedures, female organs"
'57112',132,"(132) other or therapeutic procedures, female organs"
'57120',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57130',132,"(132) other or therapeutic procedures, female organs"
'57135',132,"(132) other or therapeutic procedures, female organs"
'57200',132,"(132) other or therapeutic procedures, female organs"
'57210',132,"(132) other or therapeutic procedures, female organs"
'57220',106,(106) genitourinary incontinence procedures
'57230',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57240',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57250',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57260',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57265',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57268',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57270',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57280',132,"(132) other or therapeutic procedures, female organs"
'57282',132,"(132) other or therapeutic procedures, female organs"
'57283',132,"(132) other or therapeutic procedures, female organs"
'57284',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57285',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57287',106,(106) genitourinary incontinence procedures
'57288',106,(106) genitourinary incontinence procedures
'57289',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57291',132,"(132) other or therapeutic procedures, female organs"
'57292',132,"(132) other or therapeutic procedures, female organs"
'57295',132,"(132) other or therapeutic procedures, female organs"
'57296',132,"(132) other or therapeutic procedures, female organs"
'57300',132,"(132) other or therapeutic procedures, female organs"
'57305',132,"(132) other or therapeutic procedures, female organs"
'57307',72,"(72) colostomy, temporary and permanent"
'57308',132,"(132) other or therapeutic procedures, female organs"
'57310',109,(109) procedures on the urethra
'57311',109,(109) procedures on the urethra
'57320',112,(112) other or therapeutic procedures of urinary tract
'57330',112,(112) other or therapeutic procedures of urinary tract
'57335',132,"(132) other or therapeutic procedures, female organs"
'57423',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57425',132,"(132) other or therapeutic procedures, female organs"
'57426',132,"(132) other or therapeutic procedures, female organs"
'57530',125,(125) other excision of cervix and uterus
'57531',125,(125) other excision of cervix and uterus
'57540',125,(125) other excision of cervix and uterus
'57545',125,(125) other excision of cervix and uterus
'57550',125,(125) other excision of cervix and uterus
'57555',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57556',129,"(129) repair of cystocele and rectocele, obliteration of vaginal vault"
'57700',132,"(132) other or therapeutic procedures, female organs"
'57720',132,"(132) other or therapeutic procedures, female organs"
'58140',125,(125) other excision of cervix and uterus
'58145',125,(125) other excision of cervix and uterus
'58146',125,(125) other excision of cervix and uterus
'58150',124,"(124) hysterectomy, abdominal and vaginal"
'58152',124,"(124) hysterectomy, abdominal and vaginal"
'58180',124,"(124) hysterectomy, abdominal and vaginal"
'58200',124,"(124) hysterectomy, abdominal and vaginal"
'58210',124,"(124) hysterectomy, abdominal and vaginal"
'58240',124,"(124) hysterectomy, abdominal and vaginal"
'58260',124,"(124) hysterectomy, abdominal and vaginal"
'58262',124,"(124) hysterectomy, abdominal and vaginal"
'58263',124,"(124) hysterectomy, abdominal and vaginal"
'58267',124,"(124) hysterectomy, abdominal and vaginal"
'58270',124,"(124) hysterectomy, abdominal and vaginal"
'58275',124,"(124) hysterectomy, abdominal and vaginal"
'58280',124,"(124) hysterectomy, abdominal and vaginal"
'58285',124,"(124) hysterectomy, abdominal and vaginal"
'58290',124,"(124) hysterectomy, abdominal and vaginal"
'58291',124,"(124) hysterectomy, abdominal and vaginal"
'58292',124,"(124) hysterectomy, abdominal and vaginal"
'58293',124,"(124) hysterectomy, abdominal and vaginal"
'58294',124,"(124) hysterectomy, abdominal and vaginal"
'58400',132,"(132) other or therapeutic procedures, female organs"
'58410',132,"(132) other or therapeutic procedures, female organs"
'58520',132,"(132) other or therapeutic procedures, female organs"
'58540',132,"(132) other or therapeutic procedures, female organs"
'58541',124,"(124) hysterectomy, abdominal and vaginal"
'58542',124,"(124) hysterectomy, abdominal and vaginal"
'58543',124,"(124) hysterectomy, abdominal and vaginal"
'58544',124,"(124) hysterectomy, abdominal and vaginal"
'58545',125,(125) other excision of cervix and uterus
'58546',125,(125) other excision of cervix and uterus
'58548',124,"(124) hysterectomy, abdominal and vaginal"
'58550',124,"(124) hysterectomy, abdominal and vaginal"
'58552',124,"(124) hysterectomy, abdominal and vaginal"
'58553',124,"(124) hysterectomy, abdominal and vaginal"
'58554',124,"(124) hysterectomy, abdominal and vaginal"
'58570',124,"(124) hysterectomy, abdominal and vaginal"
'58571',124,"(124) hysterectomy, abdominal and vaginal"
'58572',124,"(124) hysterectomy, abdominal and vaginal"
'58573',124,"(124) hysterectomy, abdominal and vaginal"
'58600',121,(121) ligation of fallopian tubes
'58605',121,(121) ligation of fallopian tubes
'58615',121,(121) ligation of fallopian tubes
'58660',132,"(132) other or therapeutic procedures, female organs"
'58661',119,"(119) oophorectomy, unilateral and bilateral"
'58662',132,"(132) other or therapeutic procedures, female organs"
'58670',121,(121) ligation of fallopian tubes
'58671',121,(121) ligation of fallopian tubes
'58672',123,(123) other operations on fallopian tubes
'58673',132,"(132) other or therapeutic procedures, female organs"
'58674',132,"(132) other or therapeutic procedures, female organs"
'58700',123,(123) other operations on fallopian tubes
'58720',119,"(119) oophorectomy, unilateral and bilateral"
'58740',120,(120) other operations on ovary
'58750',123,(123) other operations on fallopian tubes
'58752',123,(123) other operations on fallopian tubes
'58760',123,(123) other operations on fallopian tubes
'58770',123,(123) other operations on fallopian tubes
'58805',120,(120) other operations on ovary
'58820',120,(120) other operations on ovary
'58822',120,(120) other operations on ovary
'58823',132,"(132) other or therapeutic procedures, female organs"
'58825',120,(120) other operations on ovary
'58920',120,(120) other operations on ovary
'58925',120,(120) other operations on ovary
'58940',119,"(119) oophorectomy, unilateral and bilateral"
'58943',119,"(119) oophorectomy, unilateral and bilateral"
'58950',119,"(119) oophorectomy, unilateral and bilateral"
'58951',124,"(124) hysterectomy, abdominal and vaginal"
'58952',119,"(119) oophorectomy, unilateral and bilateral"
'58953',124,"(124) hysterectomy, abdominal and vaginal"
'58954',124,"(124) hysterectomy, abdominal and vaginal"
'58956',124,"(124) hysterectomy, abdominal and vaginal"
'58957',132,"(132) other or therapeutic procedures, female organs"
'58958',132,"(132) other or therapeutic procedures, female organs"
'58960',130,"(130) other diagnostic procedures, female organs"
'58970',120,(120) other operations on ovary
'58974',132,"(132) other or therapeutic procedures, female organs"
'58976',132,"(132) other or therapeutic procedures, female organs"
'59076',141,(141) other therapeutic obstetrical procedures
'59100',132,"(132) other or therapeutic procedures, female organs"
'59120',122,(122) removal of ectopic pregnancy
'59121',122,(122) removal of ectopic pregnancy
'59130',122,(122) removal of ectopic pregnancy
'59135',122,(122) removal of ectopic pregnancy
'59136',122,(122) removal of ectopic pregnancy
'59140',122,(122) removal of ectopic pregnancy
'59150',122,(122) removal of ectopic pregnancy
'59151',122,(122) removal of ectopic pregnancy
'59320',141,(141) other therapeutic obstetrical procedures
'59325',141,(141) other therapeutic obstetrical procedures
'59350',140,(140) repair of current obstetric laceration
'59510',134,(134) cesarean section
'59514',134,(134) cesarean section
'59515',134,(134) cesarean section
'59618',134,(134) cesarean section
'59620',134,(134) cesarean section
'59622',134,(134) cesarean section
'59830',127,"(127) dilatation and curettage (d&c), aspiration after delivery or abortion"
'59850',126,(126) abortion (termination of pregnancy)
'59851',126,(126) abortion (termination of pregnancy)
'59852',126,(126) abortion (termination of pregnancy)
'59855',126,(126) abortion (termination of pregnancy)
'59856',126,(126) abortion (termination of pregnancy)
'59857',126,(126) abortion (termination of pregnancy)
'59870',132,"(132) other or therapeutic procedures, female organs"
'59897',141,(141) other therapeutic obstetrical procedures
'60200',12,(12) other therapeutic endocrine procedures
'60210',10,"(10) thyroidectomy, partial or complete"
'60212',10,"(10) thyroidectomy, partial or complete"
'60220',10,"(10) thyroidectomy, partial or complete"
'60225',10,"(10) thyroidectomy, partial or complete"
'60240',10,"(10) thyroidectomy, partial or complete"
'60252',10,"(10) thyroidectomy, partial or complete"
'60254',10,"(10) thyroidectomy, partial or complete"
'60260',10,"(10) thyroidectomy, partial or complete"
'60270',10,"(10) thyroidectomy, partial or complete"
'60271',10,"(10) thyroidectomy, partial or complete"
'60280',12,(12) other therapeutic endocrine procedures
'60281',12,(12) other therapeutic endocrine procedures
'60500',12,(12) other therapeutic endocrine procedures
'60502',12,(12) other therapeutic endocrine procedures
'60505',12,(12) other therapeutic endocrine procedures
'60520',12,(12) other therapeutic endocrine procedures
'60521',12,(12) other therapeutic endocrine procedures
'60522',12,(12) other therapeutic endocrine procedures
'60540',12,(12) other therapeutic endocrine procedures
'60545',12,(12) other therapeutic endocrine procedures
'60600',59,(59) other or procedures on vessels of head and neck
'60605',59,(59) other or procedures on vessels of head and neck
'60650',12,(12) other therapeutic endocrine procedures
'60659',12,(12) other therapeutic endocrine procedures
'61105',1,(1) incision and excision of cns
'61107',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'61108',1,(1) incision and excision of cns
'61120',1,(1) incision and excision of cns
'61140',7,(7) other diagnostic nervous system procedures
'61150',1,(1) incision and excision of cns
'61151',1,(1) incision and excision of cns
'61154',1,(1) incision and excision of cns
'61156',1,(1) incision and excision of cns
'61210',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'61215',175,(175) other or therapeutic procedures on skin and breast
'61250',1,(1) incision and excision of cns
'61253',1,(1) incision and excision of cns
'61304',1,(1) incision and excision of cns
'61305',1,(1) incision and excision of cns
'61312',1,(1) incision and excision of cns
'61313',1,(1) incision and excision of cns
'61314',1,(1) incision and excision of cns
'61315',1,(1) incision and excision of cns
'61320',1,(1) incision and excision of cns
'61321',1,(1) incision and excision of cns
'61322',1,(1) incision and excision of cns
'61323',1,(1) incision and excision of cns
'61330',21,(21) other extraocular muscle and orbit therapeutic procedures
'61332',18,(18) diagnostic procedures on eye
'61333',21,(21) other extraocular muscle and orbit therapeutic procedures
'61334',21,(21) other extraocular muscle and orbit therapeutic procedures
'61340',1,(1) incision and excision of cns
'61343',3,"(3) laminectomy, excision intervertebral disc"
'61345',1,(1) incision and excision of cns
'61440',1,(1) incision and excision of cns
'61450',9,(9) other or therapeutic nervous system procedures
'61458',9,(9) other or therapeutic nervous system procedures
'61460',9,(9) other or therapeutic nervous system procedures
'61470',1,(1) incision and excision of cns
'61480',1,(1) incision and excision of cns
'61490',1,(1) incision and excision of cns
'61500',9,(9) other or therapeutic nervous system procedures
'61501',9,(9) other or therapeutic nervous system procedures
'61510',1,(1) incision and excision of cns
'61512',1,(1) incision and excision of cns
'61514',1,(1) incision and excision of cns
'61516',1,(1) incision and excision of cns
'61518',1,(1) incision and excision of cns
'61519',1,(1) incision and excision of cns
'61520',1,(1) incision and excision of cns
'61521',1,(1) incision and excision of cns
'61522',1,(1) incision and excision of cns
'61524',1,(1) incision and excision of cns
'61526',1,(1) incision and excision of cns
'61530',1,(1) incision and excision of cns
'61531',9,(9) other or therapeutic nervous system procedures
'61533',9,(9) other or therapeutic nervous system procedures
'61534',1,(1) incision and excision of cns
'61535',1,(1) incision and excision of cns
'61536',1,(1) incision and excision of cns
'61537',1,(1) incision and excision of cns
'61538',1,(1) incision and excision of cns
'61539',1,(1) incision and excision of cns
'61540',1,(1) incision and excision of cns
'61541',1,(1) incision and excision of cns
'61542',1,(1) incision and excision of cns
'61543',1,(1) incision and excision of cns
'61544',1,(1) incision and excision of cns
'61545',1,(1) incision and excision of cns
'61546',12,(12) other therapeutic endocrine procedures
'61548',12,(12) other therapeutic endocrine procedures
'61550',9,(9) other or therapeutic nervous system procedures
'61552',9,(9) other or therapeutic nervous system procedures
'61556',1,(1) incision and excision of cns
'61557',1,(1) incision and excision of cns
'61558',9,(9) other or therapeutic nervous system procedures
'61559',9,(9) other or therapeutic nervous system procedures
'61563',9,(9) other or therapeutic nervous system procedures
'61564',9,(9) other or therapeutic nervous system procedures
'61566',9,(9) other or therapeutic nervous system procedures
'61567',9,(9) other or therapeutic nervous system procedures
'61570',1,(1) incision and excision of cns
'61571',1,(1) incision and excision of cns
'61575',1,(1) incision and excision of cns
'61576',1,(1) incision and excision of cns
'61580',9,(9) other or therapeutic nervous system procedures
'61581',9,(9) other or therapeutic nervous system procedures
'61582',1,(1) incision and excision of cns
'61583',1,(1) incision and excision of cns
'61584',1,(1) incision and excision of cns
'61585',1,(1) incision and excision of cns
'61586',1,(1) incision and excision of cns
'61590',1,(1) incision and excision of cns
'61591',1,(1) incision and excision of cns
'61592',1,(1) incision and excision of cns
'61595',1,(1) incision and excision of cns
'61596',1,(1) incision and excision of cns
'61597',142,(142) partial excision bone
'61598',1,(1) incision and excision of cns
'61600',1,(1) incision and excision of cns
'61601',1,(1) incision and excision of cns
'61605',1,(1) incision and excision of cns
'61606',1,(1) incision and excision of cns
'61607',1,(1) incision and excision of cns
'61608',1,(1) incision and excision of cns
'61613',59,(59) other or procedures on vessels of head and neck
'61615',1,(1) incision and excision of cns
'61616',1,(1) incision and excision of cns
'61618',9,(9) other or therapeutic nervous system procedures
'61619',9,(9) other or therapeutic nervous system procedures
'61623',59,(59) other or procedures on vessels of head and neck
'61624',59,(59) other or procedures on vessels of head and neck
'61626',59,(59) other or procedures on vessels of head and neck
'61630',59,(59) other or procedures on vessels of head and neck
'61635',59,(59) other or procedures on vessels of head and neck
'61640',59,(59) other or procedures on vessels of head and neck
'61645',59,(59) other or procedures on vessels of head and neck
'61680',59,(59) other or procedures on vessels of head and neck
'61682',59,(59) other or procedures on vessels of head and neck
'61684',59,(59) other or procedures on vessels of head and neck
'61686',59,(59) other or procedures on vessels of head and neck
'61690',59,(59) other or procedures on vessels of head and neck
'61692',59,(59) other or procedures on vessels of head and neck
'61697',59,(59) other or procedures on vessels of head and neck
'61698',59,(59) other or procedures on vessels of head and neck
'61700',59,(59) other or procedures on vessels of head and neck
'61702',59,(59) other or procedures on vessels of head and neck
'61703',59,(59) other or procedures on vessels of head and neck
'61705',59,(59) other or procedures on vessels of head and neck
'61708',59,(59) other or procedures on vessels of head and neck
'61710',59,(59) other or procedures on vessels of head and neck
'61711',59,(59) other or procedures on vessels of head and neck
'61720',1,(1) incision and excision of cns
'61735',1,(1) incision and excision of cns
'61750',7,(7) other diagnostic nervous system procedures
'61751',7,(7) other diagnostic nervous system procedures
'61760',9,(9) other or therapeutic nervous system procedures
'61770',9,(9) other or therapeutic nervous system procedures
'61850',9,(9) other or therapeutic nervous system procedures
'61860',9,(9) other or therapeutic nervous system procedures
'61863',9,(9) other or therapeutic nervous system procedures
'61867',9,(9) other or therapeutic nervous system procedures
'61870',9,(9) other or therapeutic nervous system procedures
'61875',9,(9) other or therapeutic nervous system procedures
'61880',1,(1) incision and excision of cns
'61885',174,(174) other non-or therapeutic procedures on skin and breast
'61886',174,(174) other non-or therapeutic procedures on skin and breast
'61888',174,(174) other non-or therapeutic procedures on skin and breast
'62000',148,(148) other fracture and dislocation procedure
'62005',148,(148) other fracture and dislocation procedure
'62010',148,(148) other fracture and dislocation procedure
'62100',9,(9) other or therapeutic nervous system procedures
'62115',9,(9) other or therapeutic nervous system procedures
'62116',9,(9) other or therapeutic nervous system procedures
'62117',9,(9) other or therapeutic nervous system procedures
'62120',9,(9) other or therapeutic nervous system procedures
'62121',9,(9) other or therapeutic nervous system procedures
'62140',9,(9) other or therapeutic nervous system procedures
'62141',9,(9) other or therapeutic nervous system procedures
'62142',9,(9) other or therapeutic nervous system procedures
'62143',9,(9) other or therapeutic nervous system procedures
'62145',9,(9) other or therapeutic nervous system procedures
'62146',9,(9) other or therapeutic nervous system procedures
'62147',9,(9) other or therapeutic nervous system procedures
'62161',1,(1) incision and excision of cns
'62162',1,(1) incision and excision of cns
'62163',1,(1) incision and excision of cns
'62164',1,(1) incision and excision of cns
'62165',12,(12) other therapeutic endocrine procedures
'62180',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62190',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62192',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62194',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62200',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62201',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62220',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62223',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62225',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62230',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62256',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'62258',2,"(2) insertion, replacement, or removal of extracranial ventricular shunt"
'63001',3,"(3) laminectomy, excision intervertebral disc"
'63003',3,"(3) laminectomy, excision intervertebral disc"
'63005',3,"(3) laminectomy, excision intervertebral disc"
'63011',3,"(3) laminectomy, excision intervertebral disc"
'63012',3,"(3) laminectomy, excision intervertebral disc"
'63015',3,"(3) laminectomy, excision intervertebral disc"
'63016',3,"(3) laminectomy, excision intervertebral disc"
'63017',3,"(3) laminectomy, excision intervertebral disc"
'63020',3,"(3) laminectomy, excision intervertebral disc"
'63030',3,"(3) laminectomy, excision intervertebral disc"
'63040',3,"(3) laminectomy, excision intervertebral disc"
'63042',3,"(3) laminectomy, excision intervertebral disc"
'63045',3,"(3) laminectomy, excision intervertebral disc"
'63046',3,"(3) laminectomy, excision intervertebral disc"
'63047',3,"(3) laminectomy, excision intervertebral disc"
'63050',3,"(3) laminectomy, excision intervertebral disc"
'63051',3,"(3) laminectomy, excision intervertebral disc"
'63055',3,"(3) laminectomy, excision intervertebral disc"
'63056',3,"(3) laminectomy, excision intervertebral disc"
'63064',3,"(3) laminectomy, excision intervertebral disc"
'63075',3,"(3) laminectomy, excision intervertebral disc"
'63077',3,"(3) laminectomy, excision intervertebral disc"
'63081',3,"(3) laminectomy, excision intervertebral disc"
'63085',3,"(3) laminectomy, excision intervertebral disc"
'63087',3,"(3) laminectomy, excision intervertebral disc"
'63090',3,"(3) laminectomy, excision intervertebral disc"
'63101',3,"(3) laminectomy, excision intervertebral disc"
'63102',3,"(3) laminectomy, excision intervertebral disc"
'63170',3,"(3) laminectomy, excision intervertebral disc"
'63172',3,"(3) laminectomy, excision intervertebral disc"
'63173',3,"(3) laminectomy, excision intervertebral disc"
'63180',3,"(3) laminectomy, excision intervertebral disc"
'63182',3,"(3) laminectomy, excision intervertebral disc"
'63185',3,"(3) laminectomy, excision intervertebral disc"
'63190',3,"(3) laminectomy, excision intervertebral disc"
'63191',3,"(3) laminectomy, excision intervertebral disc"
'63194',3,"(3) laminectomy, excision intervertebral disc"
'63195',3,"(3) laminectomy, excision intervertebral disc"
'63196',3,"(3) laminectomy, excision intervertebral disc"
'63197',3,"(3) laminectomy, excision intervertebral disc"
'63198',3,"(3) laminectomy, excision intervertebral disc"
'63199',3,"(3) laminectomy, excision intervertebral disc"
'63200',3,"(3) laminectomy, excision intervertebral disc"
'63250',3,"(3) laminectomy, excision intervertebral disc"
'63251',3,"(3) laminectomy, excision intervertebral disc"
'63252',3,"(3) laminectomy, excision intervertebral disc"
'63265',9,(9) other or therapeutic nervous system procedures
'63266',9,(9) other or therapeutic nervous system procedures
'63267',9,(9) other or therapeutic nervous system procedures
'63268',9,(9) other or therapeutic nervous system procedures
'63270',9,(9) other or therapeutic nervous system procedures
'63271',9,(9) other or therapeutic nervous system procedures
'63272',9,(9) other or therapeutic nervous system procedures
'63273',9,(9) other or therapeutic nervous system procedures
'63275',9,(9) other or therapeutic nervous system procedures
'63276',9,(9) other or therapeutic nervous system procedures
'63277',9,(9) other or therapeutic nervous system procedures
'63278',9,(9) other or therapeutic nervous system procedures
'63280',9,(9) other or therapeutic nervous system procedures
'63281',9,(9) other or therapeutic nervous system procedures
'63282',9,(9) other or therapeutic nervous system procedures
'63283',9,(9) other or therapeutic nervous system procedures
'63285',9,(9) other or therapeutic nervous system procedures
