'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY ASSIGNMENT'
'5115',SPHINCT OF ODDI MEASURE (Begin 1989),1
'5119',BILIARY TR DX PROC NEC,3
'5121',PARTIAL CHOLECYSTECTOMY (Begin 1996),4
'5122',(TOTAL) CHOLECYSTECTOMY (Begin 1991),4
'5123',LAPAROSCOPIC CHOLECYSTEC (Begin 1991),4
'5124',LAPAROSCOP PART CHOLE (Begin 1996),4
'5131',GBTOHEPAT DUCT ANAST,4
'5132',GBTOINTESTINE ANASTOM,4
'5133',GBTOPANCREAS ANASTOM,4
'5134',GBTOSTOMACH ANASTOMOS,4
'5135',GALLBLADDER ANASTOM NEC,4
'5136',CHOLEDOCHOENTEROSTOMY,4
'5137',HEPATIC DUCTGI ANASTOM,4
'5139',BILE DUCT ANASTOMOS NEC,4
'5141',CDE FOR CALCULUS REMOV,4
'5142',CDE FOR OBSTRUCTION NEC,4
'5143',CHOLEDOCHOHEPAT INTUBAT,4
'5149',INCIS OBSTR BILE DUC NEC,4
'5151',COMMON DUCT EXPLORATION,4
'5159',BILE DUCT INCISION NEC,4
'5161',EXCIS CYST DUCT REMNANT,4
'5162',EXCIS AMPULLA OF VATER,4
'5163',COMMON DUCT EXCIS NEC,4
'5164',ENDOSC DESTRU BILE LES (Begin 1989),2
'5169',BILE DUCT EXCISION NEC,4
'5171',SIMPLE SUTCOMMON DUCT,4
'5172',CHOLEDOCHOPLASTY,4
'5179',BILE DUCT REPAIR NEC,4
'5181',SPHINCTER OF ODDI DILAT,4
'5182',PANCREAT SPHINCTEROTOM,4
'5183',PANCREAT SPHINCTEROPLAS,4
'5184',ENDOSC DILATION AMPULLA (Begin 1989),2
'5185',ENDOSC SPHINCTEROTOMY (Begin 1989),2
'5186',ENDOSC INSER NASOBIL TUB (Begin 1989),2
'5187',ENDOSC INSER STENT BILE (Begin 1989),2
'5188',ENDOSC REMOVE BILE STONE (Begin 1989),2
'5189',SPHINCT OF ODDI OP NEC,4
'5191',REPAIR GB LACERATION,4
'5192',CLOSURE CHOLECYSTOSTOMY,4
'5193',CLOS BILIARY FISTUL NEC,4
'5194',REVIS BILE TRACT ANASTOM,4
'5195',REMOVE BILE DUCT PROSTH,4
'5196',PERC EXTRAC COM DUC CALC,2
'5197',ERCP BILIARY TRACTSE (Begin 1986),2
'5198',OTH PERC PROC BIL TRCT (Begin 1986),2
'5199',BILIARY TRACT OP NEC,4
'5201',CATH DRAINPANCREAT CYST,4
'5209',PANCREATOTOMY NEC,4
'5211',CLOSED PANCREATIC BIOPSY,1
'5212',OPEN PANCREATIC BIOPSY,3
'5213',ENDOSC RETRO PANCREATOG (Begin 1989),1
'5214',CLO ENDOSC BX PANCRE DUC (Begin 1989),1
'5219',PANCREATIC DX PROC NEC,3
'522 ',LOCAL EXCIS PANCREAS LES (Begin 1980 End 1989),4
'5221',ENDOSC DESTR PANCREA LES (Begin 1989),2
'5222',OTHER DESTRU PANCREA LES (Begin 1989),4
'523 ',PANCREAT CYST MARSUPIALI,4
'524 ',INT DRAIN PANCREAT CYST,4
'5251',PROXIMAL PANCREATECTOMY,4
'5252',DISTAL PANCREATECTOMY,4
'5253',RAD SUBTOT PANCREATECTOM,4
'5259',PARTIAL PANCREATECT NEC,4
'526 ',TOTAL PANCREATECTOMY,4
'527 ',RAD PANCREATICODUODENECT,4
'5280',PANCREAT TRANSPLANT NOS,4
'5281',REIMPLANT PANCREATIC TIS,4
'5282',PANCREATIC HOMOTRANSPLAN,4
'5283',PANCREATIC HETEROTRANSPL,4
'5284',AUTOTRANS ISLET CELLS (Begin 1996),2
'5285',ALLOTRANS ISLET CELLS (Begin 1996),2
'5286',TRANSPL ISLET CELLS NOS(Begin 1996),2
'5291',ERCP (Begin 1980 End 1989),4
'5292',(OTH) CANNULAT PANCRE DUC (Begin 1980),4
'5293',ENDOSC INSER PANC STENT (Begin 1989),2
'5294',ENDOSC REMOVE PANC STONE (Begin 1989),2
'5295',PANCREATIC REPAIR NEC,4
'5296',PANCREATIC ANASTOMOSIS,4
'5297',ENDOSC INSER NASOPAN TUB (Begin 1989),2
'5298',ENDOSC DIL PANCREAT DUCT (Begin 1989),2
'5299',PANCREATIC OPERATION NEC (Begin 1989),4
'5300',UNILAT ING HERN REP NOS,4
'5301',REPAIR DIRECT ING HERNIA,4
'5302',REPAIR INDIR ING HERNIA,4
'5303',DIR ING HERNIA REPGRAFT,4
'5304',IND ING HERNIA REPGRAFT,4
'5305',ING HERNIA REPGRAFT NOS,4
'5310',BILAT ING HERNIA REP NOS,4
'5311',BILAT DIR ING HERN REP,4
'5312',BILAT IND ING HERN REP,4
'5313',BIL DIR/IND ING HRN REP,4
'5314',BIL DIR ING HRN REPGRFT,4
'5315',BIL IND ING HRN REPGRFT,4
'5316',BIL DIR/IND ING HERNPRO,4
'5317',BIL ING HRN REPGRFT NOS,4
'5321',UNIL FEMOR HRN REPGRFT,4
'5329',UNIL FEMOR HERN REP NEC,4
'5331',BIL FEM HERN REPAIRGRFT,4
'5339',BIL FEM HERN REPAIR NEC,4
'5341',UMBIL HERNIA REPAIRGRFT,4
'5342',LAP UMBIL HERNIA-GRAFT (begin 2008),4
'5343',LAP UMBILICAL HERNIA NEC (begin 2008),4
'5349',UMBIL HERNIA REPAIR NEC,4
'5351',INCISIONAL HERNIA REPAIR,4
'5359',ABD WALL HERN REPAIR NEC,4
'5361',INCIS HERNIA REPAIRGRFT,4
'5362',LAP INCIS HERN REPR-GRFT (begin 2008),4
'5363',LAP HERN ANT ABD-GFT NEC (begin 2008),4
'5369',ABD HERN REPAIRGRFT NEC,4
'537 ',ABD REPAIRDIAPHR HERNIA (end 2008),4
'5371',LAP ABD REP-DIAPHR HERN (begin 2008),4
'5372',OPN ABD DIAPHRM HERN NEC (begin 2008),4
'5375',ABD REP-DIAPHR HERN NOS (begin 2008),4
'5380',THOR REPDIAPH HERN NOS,4
'5381',DIAPHRAGMATIC PLICATION,4
'5382',PARASTERN HERNIA REPAIR,4
'5383',LAP THORC APP-DIAPH HERN (begin 2008),4
'5384',OPN THORC DIAPH HERN NEC (begin 2008),4
'539 ',OTHER HERNIA REPAIR,4
'540 ',ABDOMINAL WALL INCISION,4
'5411',EXPLORATORY LAPAROTOMY,4
'5412',REOPEN RECENT LAP SITE,4
'5419',LAPAROTOMY NEC,4
'5421',LAPAROSCOPY,3
'5422',ABDOMINAL WALL BIOPSY,3
'5423',PERITONEAL BIOPSY,3
'5424',CLOSED INTRAABD MASS BX (Begin 1987),1
'5425',PERITONEAL LAVAGE (Begin 1993),1
'5429',ABD REGION DX PROC NEC,3
'543 ',DESTRUCT ABD WALL LESION,4
'544 ',DESTRUCT PERITONEAL TISS,4
'545 ',PERITONEAL ADHESIOLYSIS (End 1996),4
'5451',LAPSC LYSIS ABD ADHES (Begin 1996),4
'5459',OTH LYSIS ABD ADHES (Begin 1996),4
'5461',RECLOSE POST OP DISRUPT,4
'5462',DELAYED CLOS ABD WOUND,4
'5463',ABD WALL SUTURE NEC,4
'5464',PERITONEAL SUTURE,4
'5471',REPAIR OF GASTROSCHISIS,4
'5472',ABDOMEN WALL REPAIR NEC,4
'5473',PERITONEAL REPAIR NEC,4
'5474',OMENTAL REPAIR NEC,4
'5475',MESENTERIC REPAIR NEC,4
'5491',ABDOMINAL PARACENTESIS,2
'5492',REMOVE FB FROM PERITON,4
'5493',CREATE CUTANPERITON FIST,4
'5494',CREAT PERITONEOVAS SHUNT,4
'5495',PERITONEAL INCISION,4
'5496',INJEC AIRPERITON CAVITY,2
'5497',INJ THERAP SUBST PERITON,2
'5498',PERITONEAL DIALYSIS,2
'5499',ABDOMEN REGION OPS NEC,2
'5501',NEPHROTOMY,4
'5502',NEPHROSTOMY,4
'5503',PERCU NEPHROSTM W/O FRAG (Begin 1986),4
'5504',PERCU NEPHROSTMY W FRAG (Begin 1986),4
'5511',PYELOTOMY,4
'5512',PYELOSTOMY,4
'5521',NEPHROSCOPY,1
'5522',PYELOSCOPY,1
'5523',CLOSED RENAL BIOPSY,1
'5524',OPEN RENAL BIOPSY,3
'5529',RENAL DIAGNOST PROC NEC,3
'5531',RENAL LES MARSUPIALIZAT,4
'5532',OPN ABLTN RENAL LES/TISS (Begin 2006),4
'5533',PERC ABLTN RENL LES/TISS (Begin 2006),4
'5534',LAP ABLTN RENAL LES/TISS (Begin 2006),4
'5535',ABLTN RENAL LES/TISS NEC (Begin 2006),4
'5539',LOC DESTR RENAL LES NEC,4
'554 ',PARTIAL NEPHRECTOMY,4
'5551',NEPHROURETERECTOMY,4
'5552',SOLITARY KIDNEY NEPHRECT,4
'5553',REJECTED KIDNEY NEPHRECT,4
'5554',BILATERAL NEPHRECTOMY,4
'5561',RENAL AUTOTRANSPLANT,4
'5569',KIDNEY TRANSPLANT NEC,4
'557 ',NEPHROPEXY,4
'5581',SUTURE KIDNEY LACERATION,4
'5582',CLOSE NEPHROST & PYELOST,4
'5583',CLOSE RENAL FISTULA NEC,4
'5584',REDUCE RENAL PEDICL TORS,4
'5585',SYMPHYSIOTOMY,4
'5586',RENAL ANASTOMOSIS,4
'5587',CORRECT URETEROPELV JUNC,4
'5589',RENAL REPAIR NEC,4
'5591',RENAL DECAPSULATION,4
'5592',PERCUTAN RENAL ASPIRAT,2
'5593',REPLACE NEPHROSTOMY TUBE,2
'5594',REPLACE PYELOSTOMY TUBE,2
'5595',LOCAL RENAL PERFUSION,2
'5596',RENAL INJECTION NEC,2
'5597',IMPLANT MECHANIC KIDNEY,4
'5598',REMOV MECHANICAL KIDNEY,4
'5599',RENAL OPERATION NEC,4
'560 ',TU REMOV URETER OBSTRUCT,4
'561 ',URETERAL MEATOTOMY,4
'562 ',URETEROTOMY,4
'5631',URETEROSCOPY,1
'5632',CLOSED URETERAL BIOPSY,1
'5633',CLOS ENDOSC URETERAL BX (Begin 1987),1
'5634',OPEN URETERAL BIOPSY (Begin 1987),3
'5635',ENDOSCOPIC ILEAL CONDUIT (Begin 1987),1
'5639',URETERAL DX PROCEDUR NEC,3
'5640',URETERECTOMY NOS,4
'5641',PARTIAL URETERECTOMY,4
'5642',TOTAL URETERECTOMY,4
'5651',FORM CUTAN ILEOURETEROST,4
'5652',REVIS CUTAN ILEOURETEROS,4
'5661',FORM CUTAN URETEROSTOMY,4
'5662',REVIS CUTAN URETEROS NEC,4
'5671',URIN DIVERSION TO BOWEL,4
'5672',REVIS URETEROENTEROSTOMY,4
'5673',NEPHROCYSTANASTOMOSI NOS,4
'5674',URETERONEOCYSTOSTOMY,4
'5675',TRANSURETEROURETEROSTOMY,4
'5679',URETERAL ANASTOMOSIS NEC,4
'5681',INTRALUM URETE ADHESIOLY,4
'5682',SUTURE URETERAL LACERAT,4
'5683',URETEROSTOMY CLOSURE,4
'5684',CLOSE URETER FISTULA NEC,4
'5685',URETEROPEXY,4
'5686',REMOVE URETERAL LIGATURE,4
'5689',REPAIR OF URETER NEC,4
'5691',URETERAL MEATUS DILATION,2
'5692',IMPLANT URETERAL STIMUL,4
'5693',REPLACE URETERAL STIMUL,4
'5694',REMOVE URETERAL STIMULAT,4
'5695',LIGATION OF URETER,4
'5699',URETERAL OPERATION NEC,4
'570 ',TU BLADDER CLEARANCE,2
'5711',PERCUTAN BLADDER ASPIRAT,2
'5712',CYSTOTOMY & ADHESIOLYSIS,4
'5717',PERCUTANEOUS CYSTOSTOMY (Begin 1989),2
'5718',OTHER SUPRAPU CYSTOSTOMY (Begin 1989),4
'5719',CYSTOTOMY NEC,4
'5721',CYSTOSTOMY (Begin 1980 End 1989),4
'5722',REVISE CYSTOSTOMY(Begin 1989),4
'5731',CYSTOSCOPY THRU STOMA,1
'5732',CYSTOSCOPY NEC,1
'5733',CLOS TRANSURETH BLADD BX,3
'5734',OPEN BLADDER BIOPSY,3
'5739',BLADDER DIAGNOS PROC NEC,3
'5741',TU ADHESIOLYSIS BLADDER,4
'5749',TU DESTRUC BLADD LES NEC,4
'5751',EXCISION OF URACHUS,4
'5759',BLADDER LES DESTRUCT NEC,4
'576 ',PARTIAL CYSTECTOMY,4
'5771',RADICAL CYSTECTOMY,4
'5779',TOTAL CYSTECTOMY NEC,4
'5781',SUTURE BLADDER LACERAT,4
'5782',CYSTOSTOMY CLOSURE,4
'5783',ENTEROVESICO FIST REPAIR,4
'5784',VESIC FISTULA REPAIR NEC,4
'5785',CYSTOURETHROPLASTY,4
'5786',BLADDER EXSTROPHY REPAIR,4
'5787',BLADDER RECONSTRUCTION,4
'5788',BLADDER ANASTOMOSIS NEC,4
'5789',BLADDER REPAIR NEC,4
'5791',BLADDER SPHINCTEROTOMY,4
'5792',BLADDER NECK DILATION,2
'5793',CONTROL BLADD HEMORRHAGE,4
'5794',INSERT INDWELLING CATH,2
'5795',REPLACE INDWELLING CATH,2
'5796',IMPLANT BLADDER STIMULAT,4
'5797',REPLACE BLADDER STIMULAT,4
'5798',REMOVE BLADDER STIMULAT,4
'5799',BLADDER OPERATION NEC,4
'580 ',URETHROTOMY,4
'581 ',URETHRAL MEATOTOMY,4
'5821',PERINEAL URETHROSCOPY,1
'5822',URETHROSCOPY NEC,1
'5823',URETHRAL BIOPSY,1
'5824',PERIURETHRAL BIOPSY,1
'5829',URETHRAL DX PROC NEC,1
'583 ',EXCIS DESTR URETHRA LES (Begin 1980 End 1990),2
'5831',ENDOSC DESTR URETHRA LES (Begin 1990),2
'5839',OTHER DESTRU URETHRA LES (Begin 1990),2
'5841',SUTURE URETHRAL LACERAT,4
'5842',URETHROSTOMY CLOSURE,4
'5843',CLOSE URETH FISTULA NEC,4
'5844',URETHRAL REANASTOMOSIS,4
'5845',HYPOEPISPADIUS REPAIR,4
'5846',URETH RECONSTRUCTION NEC,4
'5847',URETHRAL MEATOPLASTY,4
'5849',URETHRAL REPAIR NEC,4
'585 ',URETH STRICTURE RELEASE,4
'586 ',URETHRAL DILATION,2
'5891',PERIURETHRAL INCISION,4
'5892',PERIURETHRAL EXCISION,4
'5893',IMPLT ARTF URIN SPHINCT (Begin 1986),4
'5899',URETH/PERIURETH OP NEC,4
'5900',RETROPERIT DISSECT NOS,4
'5901',URETEROLYS FOR FIBROSIS,4
'5902',PERIREN ADHESIOLYS NEC,4
'5903',LAPAROSC LYSIS VESC ADH (Begin 1996),4
'5909',PERIREN/URETER INCIS NEC,4
'5911',PERIVESICAL ADHESIOLYSIS,4
'5912',OTH LYSUS VESICAL ADH (Begin 1996),4
'5919',PERIVESICAL INCISION NEC,4
'5921',PERIREN/URETERAL BIOPSY,3
'5929',PERIREN/URET DX PROC NEC,3
'593 ',URETHROVES JUNCT PLICAT,4
'594 ',SUPRAPUBIC SLING OP,4
'595 ',RETROPUBIC URETH SUSPENS,4
'596 ',PARAURETHRAL SUSPENSION,4
'5971',LEVATOR MUSC SUSPENSION,4
'5972',INJECT IMPL URETHRA (Begin 1995),2
'5979',URIN INCONTIN REPAIR NEC,4
'598 ',URETERAL CATHETERIZATION,2
'5991',PERIREN/VESICLE EXCISION,4
'5992',PERIREN/VESICLE OP NEC,4
'5993',REPLACE URETEROST TUBE,2
'5994',REPLACE CYSTOSTOMY TUBE,2
'5995',ULTRASON FRAGMENTSTONE,2
'5996',LITHOTRIPSY URIN (Begin 1986 End 1989),2
'5999',URINARY SYSTEM OP NEC,2
'600 ',INCISION OF PROSTATE,4
'6011',CLOSED PROSTATIC BX,1
'6012',OPEN PROSTATIC BX,3
'6013',CLOS SEMINAL VES BX,1
'6014',OPEN SEMINAL VES BX,3
'6015',PERIPROSTATIC BIOPSY,3
'6018',PROSTATIC DX PROCED NEC,3
'6019',SEMIN VES DX PROCED NEC,3
'602 ',TRANSURETHRAL PROSTATECT (End 1995),4
'6021',TRANSUR ULTRAS LASER PROST (Begin 1995),4
'6029',OTHER TURP (Begin 1995),4
'603 ',SUPRAPUBIC PROSTATECTOMY,4
'604 ',RETROPUBIC PROSTATECTOMY,4
'605 ',RADICAL PROSTATECTOMY,4
'6061',LOS EXCIS PROSTATIC LES,4
'6062',PERINEAL PROSTATECTOMY,4
'6069',PROSTATECTOMY NEC,4
'6071',PERCUT SEMIN VES ASPIRAT,2
'6072',SEMINAL VESICLE INCISION,4
'6073',SEMINAL VESICLE EXCISION,4
'6079',SEMINAL VESICLE OP NEC,4
'6081',PERIPROSTATIC INCISION,4
'6082',PERIPROSTATIC EXCISION,4
'6091',PERCUT PROSTATIC ASPIRAT,2
'6092',INJECTION INTO PROSTATE,2
'6093',REPAIR OF PROSTATE,4
'6094',CONTROL POSTOP PROST HEM,4
'6095',TRANS BAL DIL PROS URETH (Begin 1991),4
'6096',TRANSUR MICROWAVE THERMO PRO (Begin 2000),4
'6097',TRANSUR OTHER THERMO PROSTAT (Begin 2000),4
'6099',PROSTATIC OPERATION NEC,4
'610 ',SCROTUM & TUNICA I & D,2
'6111',SCROTUM & TUNICA BIOPSY,1
'6119',SCROT/TUNICA DX PROC NEC,1
'612 ',EXCISION OF HYDROCELE,4
'613 ',SCROTAL LES DESTRUCTION,2
'6141',SUTURE SCROTAL LACERAT,2
'6142',SCROTAL FISTULA REPAIR,4
'6149',SCROTUM/TUNIC REPAIR NEC,4
'6191',PERCUT TUNICA ASPIRATION,2
'6192',EXCISION TUNICA LES NEC,4
'6199',SCROTUM & TUNICA OP NEC,4
'620 ',INCISION OF TESTES,4
'6211',CLOSED TESTICULAR BIOPSY,1
'6212',OPEN TESTICULAR BIOPSY,3
'6219',TESTES DX PROCEDURE NEC,3
'622 ',TESTICULAR LES DESTRUCT,4
'623 ',UNILATERAL ORCHIECTOMY,4
'6241',REMOVE BOTH TESTES,4
'6242',REMOVE SOLITARY TESTIS,4
'625 ',ORCHIOPEXY,4
'6261',SUTURE TESTICULAR LACER,4
'6269',TESTICULAR REPAIR NEC,4
'627 ',INSERT TESTICULAR PROSTH,4
'6291',ASPIRATION OF TESTES,2
'6292',INJECTION INTO TESTES,2
'6299',TESTICULAR OPERATION NEC,4
'6301',SPERMATIC CORD/VAS BIOPS,1
'6309',SPERMAT CORD/VAS DX NEC,3
'631 ',EXC SPERMATIC VARICOCELE,4
'632 ',EXCISE EPIDIDYMIS CYST,4
'633 ',EXCISE CORD/EPID LES NEC,4
'634 ',EPIDIDYMECTOMY,4
'6351',SUTURE CORD & EPID LACER,4
'6352',REDUCTION TORSION TESTES,2
'6353',TRANSPLANT SPERMAT CORD,4
'6359',CORD & EPIDID REPAIR NEC,4
'636 ',VASOTOMY,2
'6370',MALE STERILIZATION NOS,2
'6371',LIGATION OF VAS DEFERENS,2
'6372',SPERMATIC CORD LIGATION,2
'6373',VASECTOMY,2
'6381',SUTURE VAS & EPIDID LAC,4
'6382',POSTOP VAS RECONSTRUCT,4
'6383',EPIDIDYMOVASOSTOMY,4
'6384',REMOVAL VAS LIGATURE,2
'6385',REMOV VAS DEFERENS VALVE,4
'6389',VAS & EPIDIDY REPAIR NEC,4
'6391',SPERMATOCELE ASPIRATION,2
'6392',EPIDIDYMOTOMY,4
'6393',SPERMATIC CORD INCISION,4
'6394',SPERM CORD ADHESIOLYSIS,4
'6395',INSERT VALVE IN VAS DEF,4
'6399',CORD/EPID/VAS OPS NEC,4
'640 ',CIRCUMCISION,4
'6411',PENILE BIOPSY,3
'6419',PENILE DIAGNOST PROC NEC,1
'642 ',LOCAL EXCIS PENILE LES,4
'643 ',AMPUTATION OF PENIS,4
'6441',SUTURE PENILE LACERATION,4
'6442',RELEASE OF CHORDEE,4
'6443',CONSTRUCTION OF PENIS,4
'6444',RECONSTRUCTION OF PENIS,4
'6445',REPLANTATION OF PENIS,4
'6449',PENILE REPAIR NEC,4
'645 ',SEX TRANSFORMAT OP NEC,4
'6491',DORSAL/LAT SLIT PREPUCE,2
'6492',INCISION OF PENIS,4
'6493',DIVISION OF PENILE ADHES,4
'6494',FIT EXT PENILE PROSTHES,2
'6495',INS NONINFL PENIS PROSTH,4
'6496',REMOVE INT PENILE PROSTH,4
'6497',INS INFLATE PENIS PROSTH (Begin 1986),4
'6498',PENILE OPERATION NEC,4
'6499',MALE GENITAL OP NEC,4
'650 ',OOPHOROTOMY (End 1996),4
'6501',LAPAROSC OOPHOROTOMY (Begin 1996),4
'6509',OTHER OOPHOROTOMY (Begin 1996),4
'6511',OVARIAN ASPIRAT BIOPSY,3
'6512',OVARIAN BIOPSY NEC,3
'6513',LAPAR BX OVARY (Begin 1996),3
'6514',OTH LAPAR DX PROCS (Begin 1996),3
'6519',OVARIAN DX PROCEDURE NEC,3
'6521',OVARIAN CYST MARSUPIALIZ,4
'6522',OVARIAN WEDGE RESECTION,4
'6523',LAPAR MARSUP OVARY (Begin 1996),4
'6524',LAPAR WEDGE RESCT OV (Begin 1996),4
'6525',OTH LAPAR EXCIS OV (Begin 1996),4
'6529',LOCAL DESTR OVA LES NEC,4
'653 ',UNILATERAL OOPHORECTOMY (End 1996),4
'6531',LAPARSC OOPHECTOMY UNI (Begin 1996),4
'6539',OTH LAPARSC OOPHECT UNI (Begin 1996),4
'654 ',UNILAT SALPINGOOOPHOREC (End 1996),4
'6541',LAPAR SALP OOPH UNI (Begin 1996),4
'6549',OTH SALP OOPH UNI (Begin 1996),4
'6551',REMOVE BOTH OVARIES,4
'6552',REMOVE SOLITARY OVARY,4
'6553',LAPAR BIL OOPH (Begin 1996),4
'6554',LAPAR REMOV REMAIN OV (Begin 1996),4
'6561',REMOVE BOTH TUBES & OVAR,4
'6562',REMOVE SOLITARY TUBE/OVA,4
'6563',LAPAR REMOV SALP OV BIL (Begin 1996),4
'6564',LAPAR REMV SALP OV REM (Begin 1996),4
'6571',SIMPLE SUTURE OF OVARY,4
'6572',OVARIAN REIMPLANTATION,4
'6573',SALPINGOOOPHOROPLASTY,4
'6574',LAPAR SUTURE OV (Begin 1996),4
'6575',LAPAR REIMPLANT OV (Begin 1996),4
'6576',LAPAR SALPOOPHPLASTY (Begin 1996),4
'6579',REPAIR OF OVARY NEC,4
'658 ',TUBOOVARIAN ADHESIOLYS (End 1996),4
'6581',LAPAR LYSIS ADHES OV (Begin 1996),4
'6589',OTH LYSIS ADHES OV (Begin 1996),4
'6591',ASPIRATION OF OVARY,4
'6592',TRANSPLANTATION OF OVARY,4
'6593',MANUAL RUPT OVARIAN CYST,4
'6594',OVARIAN DENERVATION,4
'6595',OVARIAN TORSION RELEASE,4
'6599',OVARIAN OPERATION NEC,4
'660 ',SALPINGOTOMY (Begin 1980 End 1992),4
'6601',SALPINGOTOMY (Begin 1992),4
'6602',SALPINGOSTOMY (Begin 1992),4
'6611',FALLOPIAN TUBE BIOPSY,3
'6619',FALLOP TUBE DX PROC NEC,3
'6621',BILAT ENDOSC CRUSH TUBE,4
'6622',BILAT ENDOSC DIVIS TUBE,4
'6629',BILAT ENDOS OCC TUBE NEC,4
'6631',BILAT TUBAL CRUSHING NEC,4
'6632',BILAT TUBAL DIVISION NEC,4
'6639',BILAT TUBAL DESTRUCT NEC,4
'664 ',TOTAL UNILAT SALPINGECT,4
'6651',REMOVE BOTH FALLOP TUBES,4
'6652',REMOVE SOLITARY FAL TUBE,4
'6661',DESTROY FALLOP TUBE LES,4
'6662',REMOV TUBE & ECTOP PREG,4
'6663',BILAT PART SALPINGEC NOS,4
'6669',PARTIAL SALPINGECTOM NEC,4
'6671',SIMPL SUTURE FALLOP TUBE,4
'6672',SALPINGOOOPHOROSTOMY,4
'6673',SALPINGOSALPINGOSTOMY,4
'6674',SALPINGOUTEROSTOMY,4
'6679',FALLOP TUBE REPAIR NEC,4
'668 ',FALLOPIAN TUBE INSUFFLAT,2
'6691',FALLOPIAN TUBE ASPIRAT,2
'6692',UNILAT FALLOP TUBE DESTR,4
'6693',IMPL FALLOP TUBE PROSTH,4
'6694',REMOV FALLOP TUBE PROSTH,4
'6695',BLOW THERAPEUT INTO TUBE,4
'6696',FALLOPIAN TUBE DILATION,4
'6697',BURY FIMBRIAE IN UTERUS,4
'6699',FALLOPIAN TUBE OP NEC,4
'670 ',CERVICAL CANAL DILATION,2
'6711',ENDOCERVICAL BIOPSY,3
'6712',CERVICAL BIOPSY NEC,3
'6719',CERVICAL DX PROCEDUR NEC,3
'672 ',CONIZATION OF CERVIX,4
'6731',CERVICAL CYST MARSUPIAL,4
'6732',CERVICAL LES CAUTERIZAT,4
'6733',CERVICAL LES CRYOTHERAPY,4
'6739',CERVICAL LES DESTRUC NEC,4
'674 ',AMPUTATION OF CERVIX,4
'675 ',INT CERVICAL OS REPAIR (End 2001),4
'6751',TRANSABDOMINAL CERCLAGE OF C (Begin 2001),4
'6759',OTHER REPAIR OF INT CERVICAL (Begin 2001),4
'6761',SUTURE CERVICAL LACERAT,4
'6762',CERVICAL FISTULA REPAIR,4
'6769',CERVICAL REPAIR NEC,4
'680 ',HYSTEROTOMY,4
'6811',DIGITAL EXAM OF UTERUS,1
'6812',HYSTEROSCOPY,1
'6813',OPEN UTERINE BIOPSY,3
'6814',OPEN UTERINE LIGAMENT BX,3
'6815',CLOS UTERINE LIGAMENT BX (Begin 1987),3
'6816',CLOSED UTERINE BIOPSY (Begin 1987),3
'6819',UTERUS/ADNEX DX PROC NEC,3
'6821',ENDOMET SYNECHIAE DIVIS,4
'6822',INCISION UTERINE SEPTUM,4
'6823',ENDOMETRIAL ABLATION (Begin 1996),4
'6824',UTERINE ART EMB W COILS (Begin 2011),4
'6825',UTERINE ART EMB W/O COIL (Begin 2011),4
'6829',UTERINE LES DESTRUCT NEC,4
'683 ',SUBTOT ABD HYSTERECTOMY (End 2003),4
'6831',LAPAROSCOPIC SUPRACERVICAL H (Begin 2003),4
'6839',OTHER SUBTOTAL ABDOMINAL HYS (Begin 2003),4
'684 ',TOTAL ABD HYSTERECTOMY,4
'6841',LAP TOTAL ABDOMINAL HYST (Begin 2006),4
'6849',TOTAL ABD HYST NEC/NOS   (Begin 2006),4
'685 ',VAGINAL HYSTERECTOMY (End 1996),4
'6851',LAPAR ASSIST VAG HYS (Begin 1996),4
'6859',OTH VAG HYS (Begin 1996),4
'686 ',RADICAL ABD HYSTERECTOMY,4
'6861',LAP RADICAL ABDOMNL HYST (Begin 2006),4
'6869',RADICAL ABD HYST NEC/NOS (Begin 2006),4
'687 ',RADICAL VAG HYSTERECTOMY,4
'6871',LAP RADICAL VAGINAL HYST (Begin 2006),4
'6879',RADICAL VAG HYST NEC/NOS (Begin 2006),4
'688 ',PELVIC EVISCERATION,4
'689 ',OTHER UNSPEC HYSTERECTOMY (Begin 1992),4
'6901',D & C FOR PREG TERMINAT,4
'6902',D & C POST DELIVERY,4
'6909',D & C NEC,3
'6911',REMOVE INTRALIG ECT PREG (End 1992),4
'6919',DESTRUC UTER SUPPORT NEC,4
'6921',INTERPOSIT OP UTERIN LIG,4
'6922',UTERINE SUSPENSION NEC,4
'6923',VAG REPAIR INVERS UTERUS,4
'6929',UTERUS/ADNEXA REPAIR NEC,4
'693 ',PARACERV UTERINE DENERV,4
'6941',SUTURE UTERINE LACERAT,4
'6942',CLOSURE UTERINE FISTULA,4
'6949',UTERINE REPAIR NEC,4
'6951',ASPIRAT CURETPREG TERMI,4
'6952',ASPIRAT CURETPOST DELIV,4
'6959',ASPIR CURETT UTERUS NEC,2
'696 ',MENSTRUAL EXTRACTION,2
'697 ',INSERTION OF IUD,2
'6991',INSERT UTERINE DEVICE,2
'6992',ARTIFICIAL INSEMINATION,2
'6993',INSERTION OF LAMINARIA,2
'6994',MAN REPLACE INVERT UTER,2
'6995',INCISION OF CERVIX,4
'6996',REMOVE CERVICAL CERCLAGE,2
'6997',REMOVE PENETRAT CERV FB,4
'6998',UTERINE SUPPORT OP NEC,4
'6999',UTERINE OPERATION NEC,4
'700 ',CULDOCENTESIS,2
'7011',HYMENOTOMY,2
'7012',CULDOTOMY,4
