ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,form,route,strength,strength_uom,package_size,manufacturer,startdate,enddate,status
71335060500,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"40 tablet, film coated, extended release in 1 bottle (71335-0605-0)",bryant ranch prepack,NA,NA,NA
71335060501,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"30 tablet, film coated, extended release in 1 bottle (71335-0605-1)",bryant ranch prepack,NA,NA,NA
71335060502,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"60 tablet, film coated, extended release in 1 bottle (71335-0605-2)",bryant ranch prepack,NA,NA,NA
71335060503,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"90 tablet, film coated, extended release in 1 bottle (71335-0605-3)",bryant ranch prepack,NA,NA,NA
71335060504,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"120 tablet, film coated, extended release in 1 bottle (71335-0605-4)",bryant ranch prepack,NA,NA,NA
71335060505,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"100 tablet, film coated, extended release in 1 bottle (71335-0605-5)",bryant ranch prepack,NA,NA,NA
71335060506,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"5 tablet, film coated, extended release in 1 bottle (71335-0605-6)",bryant ranch prepack,NA,NA,NA
71335060507,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"15 tablet, film coated, extended release in 1 bottle (71335-0605-7)",bryant ranch prepack,NA,NA,NA
71335060508,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"20 tablet, film coated, extended release in 1 bottle (71335-0605-8)",bryant ranch prepack,NA,NA,NA
71335060509,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"26 tablet, film coated, extended release in 1 bottle (71335-0605-9)",bryant ranch prepack,NA,NA,NA
71335061901,tramadol hydrochloride and acetaminophen,tramadol hydrochloride; acetaminophen,tramadol,NA,"tablet, film coated",oral,"325 mg/1,                         37.5  mg/1",NA,"30 tablet, film coated in 1 bottle (71335-0619-1)",bryant ranch prepack,NA,NA,NA
71335061902,tramadol hydrochloride and acetaminophen,tramadol hydrochloride; acetaminophen,tramadol,NA,"tablet, film coated",oral,"325 mg/1,                         37.5  mg/1",NA,"60 tablet, film coated in 1 bottle (71335-0619-2)",bryant ranch prepack,NA,NA,NA
71335061903,tramadol hydrochloride and acetaminophen,tramadol hydrochloride; acetaminophen,tramadol,NA,"tablet, film coated",oral,"325 mg/1,                         37.5  mg/1",NA,"90 tablet, film coated in 1 bottle (71335-0619-3)",bryant ranch prepack,NA,NA,NA
71335061904,tramadol hydrochloride and acetaminophen,tramadol hydrochloride; acetaminophen,tramadol,NA,"tablet, film coated",oral,"325 mg/1,                         37.5  mg/1",NA,"120 tablet, film coated in 1 bottle (71335-0619-4)",bryant ranch prepack,NA,NA,NA
71335061905,tramadol hydrochloride and acetaminophen,tramadol hydrochloride; acetaminophen,tramadol,NA,"tablet, film coated",oral,"325 mg/1,                         37.5  mg/1",NA,"20 tablet, film coated in 1 bottle (71335-0619-5)",bryant ranch prepack,NA,NA,NA
71335061906,tramadol hydrochloride and acetaminophen,tramadol hydrochloride; acetaminophen,tramadol,NA,"tablet, film coated",oral,"325 mg/1,                         37.5  mg/1",NA,"40 tablet, film coated in 1 bottle (71335-0619-6)",bryant ranch prepack,NA,NA,NA
71335061907,tramadol hydrochloride and acetaminophen,tramadol hydrochloride; acetaminophen,tramadol,NA,"tablet, film coated",oral,"325 mg/1,                         37.5  mg/1",NA,"100 tablet, film coated in 1 bottle (71335-0619-7)",bryant ranch prepack,NA,NA,NA
71335062801,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"30 tablet, film coated, extended release in 1 bottle (71335-0628-1)",bryant ranch prepack,NA,NA,NA
71335062802,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"60 tablet, film coated, extended release in 1 bottle (71335-0628-2)",bryant ranch prepack,NA,NA,NA
71335062803,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"90 tablet, film coated, extended release in 1 bottle (71335-0628-3)",bryant ranch prepack,NA,NA,NA
71335062804,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"120 tablet, film coated, extended release in 1 bottle (71335-0628-4)",bryant ranch prepack,NA,NA,NA
71335062805,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"5 tablet, film coated, extended release in 1 bottle (71335-0628-5)",bryant ranch prepack,NA,NA,NA
71335062806,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"100 tablet, film coated, extended release in 1 bottle (71335-0628-6)",bryant ranch prepack,NA,NA,NA
71335062807,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"28 tablet, film coated, extended release in 1 bottle (71335-0628-7)",bryant ranch prepack,NA,NA,NA
71335062808,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"8 tablet, film coated, extended release in 1 bottle (71335-0628-8)",bryant ranch prepack,NA,NA,NA
71335064901,fentanyl,fentanyl,fentanyl,NA,patch,transdermal,75 ug/h,NA,1 h in 1 bottle (71335-0649-1),bryant ranch prepack,NA,NA,NA
71335064902,fentanyl,fentanyl,fentanyl,NA,patch,transdermal,75 ug/h,NA,2 h in 1 bottle (71335-0649-2),bryant ranch prepack,NA,NA,NA
71335064903,fentanyl,fentanyl,fentanyl,NA,patch,transdermal,75 ug/h,NA,5 h in 1 bottle (71335-0649-3),bryant ranch prepack,NA,NA,NA
71335065301,"butalbital, acetaminophen, caffeine, and codeine phosphate",butalbital; acetaminophen; caffeine; ; codeine phosphate,codeine,NA,capsule,oral,"50 mg/1,                         325  mg/1,                         40  mg/1,                         30  mg/1",NA,20 capsule in 1 bottle (71335-0653-1),bryant ranch prepack,NA,NA,NA
71335065302,"butalbital, acetaminophen, caffeine, and codeine phosphate",butalbital; acetaminophen; caffeine; ; codeine phosphate,codeine,NA,capsule,oral,"50 mg/1,                         325  mg/1,                         40  mg/1,                         30  mg/1",NA,90 capsule in 1 bottle (71335-0653-2),bryant ranch prepack,NA,NA,NA
71335065303,"butalbital, acetaminophen, caffeine, and codeine phosphate",butalbital; acetaminophen; caffeine; ; codeine phosphate,codeine,NA,capsule,oral,"50 mg/1,                         325  mg/1,                         40  mg/1,                         30  mg/1",NA,30 capsule in 1 bottle (71335-0653-3),bryant ranch prepack,NA,NA,NA
71335065304,"butalbital, acetaminophen, caffeine, and codeine phosphate",butalbital; acetaminophen; caffeine; ; codeine phosphate,codeine,NA,capsule,oral,"50 mg/1,                         325  mg/1,                         40  mg/1,                         30  mg/1",NA,60 capsule in 1 bottle (71335-0653-4),bryant ranch prepack,NA,NA,NA
71335065305,"butalbital, acetaminophen, caffeine, and codeine phosphate",butalbital; acetaminophen; caffeine; ; codeine phosphate,codeine,NA,capsule,oral,"50 mg/1,                         325  mg/1,                         40  mg/1,                         30  mg/1",NA,100 capsule in 1 bottle (71335-0653-5),bryant ranch prepack,NA,NA,NA
71335065306,"butalbital, acetaminophen, caffeine, and codeine phosphate",butalbital; acetaminophen; caffeine; ; codeine phosphate,codeine,NA,capsule,oral,"50 mg/1,                         325  mg/1,                         40  mg/1,                         30  mg/1",NA,15 capsule in 1 bottle (71335-0653-6),bryant ranch prepack,NA,NA,NA
71335065307,"butalbital, acetaminophen, caffeine, and codeine phosphate",butalbital; acetaminophen; caffeine; ; codeine phosphate,codeine,NA,capsule,oral,"50 mg/1,                         325  mg/1,                         40  mg/1,                         30  mg/1",NA,18 capsule in 1 bottle (71335-0653-7),bryant ranch prepack,NA,NA,NA
71335067600,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"40 tablet, film coated, extended release in 1 bottle (71335-0676-0)",bryant ranch prepack,NA,NA,NA
71335067601,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"30 tablet, film coated, extended release in 1 bottle (71335-0676-1)",bryant ranch prepack,NA,NA,NA
71335067602,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"60 tablet, film coated, extended release in 1 bottle (71335-0676-2)",bryant ranch prepack,NA,NA,NA
71335067603,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"90 tablet, film coated, extended release in 1 bottle (71335-0676-3)",bryant ranch prepack,NA,NA,NA
71335067604,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"120 tablet, film coated, extended release in 1 bottle (71335-0676-4)",bryant ranch prepack,NA,NA,NA
71335067605,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"100 tablet, film coated, extended release in 1 bottle (71335-0676-5)",bryant ranch prepack,NA,NA,NA
71335067606,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"5 tablet, film coated, extended release in 1 bottle (71335-0676-6)",bryant ranch prepack,NA,NA,NA
71335067607,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"15 tablet, film coated, extended release in 1 bottle (71335-0676-7)",bryant ranch prepack,NA,NA,NA
71335067608,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"20 tablet, film coated, extended release in 1 bottle (71335-0676-8)",bryant ranch prepack,NA,NA,NA
71335067609,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,30 mg/1,NA,"26 tablet, film coated, extended release in 1 bottle (71335-0676-9)",bryant ranch prepack,NA,NA,NA
71335067701,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,30 mg/1,NA,60 tablet in 1 bottle (71335-0677-1),bryant ranch prepack,NA,NA,NA
71335067702,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,30 mg/1,NA,90 tablet in 1 bottle (71335-0677-2),bryant ranch prepack,NA,NA,NA
71335067703,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,30 mg/1,NA,120 tablet in 1 bottle (71335-0677-3),bryant ranch prepack,NA,NA,NA
71335067704,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,30 mg/1,NA,30 tablet in 1 bottle (71335-0677-4),bryant ranch prepack,NA,NA,NA
71335067705,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,30 mg/1,NA,100 tablet in 1 bottle (71335-0677-5),bryant ranch prepack,NA,NA,NA
71335067706,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,30 mg/1,NA,40 tablet in 1 bottle (71335-0677-6),bryant ranch prepack,NA,NA,NA
71335067707,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,30 mg/1,NA,18 tablet in 1 bottle (71335-0677-7),bryant ranch prepack,NA,NA,NA
71335067708,oxycodone hydrochloride,oxycodone,oxycodone,NA,tablet,oral,30 mg/1,NA,28 tablet in 1 bottle (71335-0677-8),bryant ranch prepack,NA,NA,NA
71335068301,fentanyl transdermal system,fentanyl transdermal system,fentanyl,NA,"patch, extended release",transdermal,25 ug/h,NA,1 h in 1 bottle (71335-0683-1),bryant ranch prepack,NA,NA,NA
71335068302,fentanyl transdermal system,fentanyl transdermal system,fentanyl,NA,"patch, extended release",transdermal,25 ug/h,NA,2 h in 1 bottle (71335-0683-2),bryant ranch prepack,NA,NA,NA
71335068303,fentanyl transdermal system,fentanyl transdermal system,fentanyl,NA,"patch, extended release",transdermal,25 ug/h,NA,5 h in 1 bottle (71335-0683-3),bryant ranch prepack,NA,NA,NA
71335070101,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,30 tablet in 1 bottle (71335-0701-1),bryant ranch prepack,NA,NA,NA
71335070102,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,120 tablet in 1 bottle (71335-0701-2),bryant ranch prepack,NA,NA,NA
71335070103,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,60 tablet in 1 bottle (71335-0701-3),bryant ranch prepack,NA,NA,NA
71335070104,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,90 tablet in 1 bottle (71335-0701-4),bryant ranch prepack,NA,NA,NA
71335070105,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,40 tablet in 1 bottle (71335-0701-5),bryant ranch prepack,NA,NA,NA
71335070106,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,20 tablet in 1 bottle (71335-0701-6),bryant ranch prepack,NA,NA,NA
71335070107,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,112 tablet in 1 bottle (71335-0701-7),bryant ranch prepack,NA,NA,NA
71335070108,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,84 tablet in 1 bottle (71335-0701-8),bryant ranch prepack,NA,NA,NA
71335070109,acetaminophen and codeine phosphate,acetaminophen; codeine phosphate,codeine,NA,tablet,oral,"300 mg/1,                         60  mg/1",NA,15 tablet in 1 bottle (71335-0701-9),bryant ranch prepack,NA,NA,NA
71335070701,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"30 tablet, film coated, extended release in 1 bottle (71335-0707-1)",bryant ranch prepack,NA,NA,NA
71335070702,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"60 tablet, film coated, extended release in 1 bottle (71335-0707-2)",bryant ranch prepack,NA,NA,NA
71335070703,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"90 tablet, film coated, extended release in 1 bottle (71335-0707-3)",bryant ranch prepack,NA,NA,NA
71335070704,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"120 tablet, film coated, extended release in 1 bottle (71335-0707-4)",bryant ranch prepack,NA,NA,NA
71335070705,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"5 tablet, film coated, extended release in 1 bottle (71335-0707-5)",bryant ranch prepack,NA,NA,NA
71335070706,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"100 tablet, film coated, extended release in 1 bottle (71335-0707-6)",bryant ranch prepack,NA,NA,NA
71335070707,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"28 tablet, film coated, extended release in 1 bottle (71335-0707-7)",bryant ranch prepack,NA,NA,NA
71335070708,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,60 mg/1,NA,"8 tablet, film coated, extended release in 1 bottle (71335-0707-8)",bryant ranch prepack,NA,NA,NA
71335072200,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,84 tablet in 1 bottle (71335-0722-0),bryant ranch prepack,NA,NA,NA
71335072201,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,120 tablet in 1 bottle (71335-0722-1),bryant ranch prepack,NA,NA,NA
71335072202,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,90 tablet in 1 bottle (71335-0722-2),bryant ranch prepack,NA,NA,NA
71335072203,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,60 tablet in 1 bottle (71335-0722-3),bryant ranch prepack,NA,NA,NA
71335072204,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,30 tablet in 1 bottle (71335-0722-4),bryant ranch prepack,NA,NA,NA
71335072205,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,100 tablet in 1 bottle (71335-0722-5),bryant ranch prepack,NA,NA,NA
71335072206,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,45 tablet in 1 bottle (71335-0722-6),bryant ranch prepack,NA,NA,NA
71335072207,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,28 tablet in 1 bottle (71335-0722-7),bryant ranch prepack,NA,NA,NA
71335072208,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,168 tablet in 1 bottle (71335-0722-8),bryant ranch prepack,NA,NA,NA
71335072209,oxycodone and acetaminophen,oxycodone; acetaminophen,oxycodone,NA,tablet,oral,"7.5 mg/1,                         325  mg/1",NA,20 tablet in 1 bottle (71335-0722-9),bryant ranch prepack,NA,NA,NA
71335072300,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,90 tablet in 1 bottle (71335-0723-0),bryant ranch prepack,NA,NA,NA
71335072301,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,30 tablet in 1 bottle (71335-0723-1),bryant ranch prepack,NA,NA,NA
71335072302,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,180 tablet in 1 bottle (71335-0723-2),bryant ranch prepack,NA,NA,NA
71335072303,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,120 tablet in 1 bottle (71335-0723-3),bryant ranch prepack,NA,NA,NA
71335072304,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,20 tablet in 1 bottle (71335-0723-4),bryant ranch prepack,NA,NA,NA
71335072305,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,25 tablet in 1 bottle (71335-0723-5),bryant ranch prepack,NA,NA,NA
71335072306,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,100 tablet in 1 bottle (71335-0723-6),bryant ranch prepack,NA,NA,NA
71335072307,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,60 tablet in 1 bottle (71335-0723-7),bryant ranch prepack,NA,NA,NA
71335072308,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,56 tablet in 1 bottle (71335-0723-8),bryant ranch prepack,NA,NA,NA
71335072309,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,4 mg/1,NA,140 tablet in 1 bottle (71335-0723-9),bryant ranch prepack,NA,NA,NA
71335073500,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,168 tablet in 1 bottle (71335-0735-0),bryant ranch prepack,NA,NA,NA
71335073501,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,15 tablet in 1 bottle (71335-0735-1),bryant ranch prepack,NA,NA,NA
71335073502,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,30 tablet in 1 bottle (71335-0735-2),bryant ranch prepack,NA,NA,NA
71335073503,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,90 tablet in 1 bottle (71335-0735-3),bryant ranch prepack,NA,NA,NA
71335073504,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,120 tablet in 1 bottle (71335-0735-4),bryant ranch prepack,NA,NA,NA
71335073505,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,180 tablet in 1 bottle (71335-0735-5),bryant ranch prepack,NA,NA,NA
71335073506,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,60 tablet in 1 bottle (71335-0735-6),bryant ranch prepack,NA,NA,NA
71335073507,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,28 tablet in 1 bottle (71335-0735-7),bryant ranch prepack,NA,NA,NA
71335073508,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,112 tablet in 1 bottle (71335-0735-8),bryant ranch prepack,NA,NA,NA
71335073509,methadone hydrochloride,methadone hydrochloride,methadone,NA,tablet,oral,10 mg/1,NA,56 tablet in 1 bottle (71335-0735-9),bryant ranch prepack,NA,NA,NA
71335073600,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"26 tablet, film coated, extended release in 1 bottle (71335-0736-0)",bryant ranch prepack,NA,NA,NA
71335073601,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"30 tablet, film coated, extended release in 1 bottle (71335-0736-1)",bryant ranch prepack,NA,NA,NA
71335073602,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"60 tablet, film coated, extended release in 1 bottle (71335-0736-2)",bryant ranch prepack,NA,NA,NA
71335073603,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"90 tablet, film coated, extended release in 1 bottle (71335-0736-3)",bryant ranch prepack,NA,NA,NA
71335073604,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"120 tablet, film coated, extended release in 1 bottle (71335-0736-4)",bryant ranch prepack,NA,NA,NA
71335073605,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"40 tablet, film coated, extended release in 1 bottle (71335-0736-5)",bryant ranch prepack,NA,NA,NA
71335073606,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"14 tablet, film coated, extended release in 1 bottle (71335-0736-6)",bryant ranch prepack,NA,NA,NA
71335073607,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"15 tablet, film coated, extended release in 1 bottle (71335-0736-7)",bryant ranch prepack,NA,NA,NA
71335073608,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"20 tablet, film coated, extended release in 1 bottle (71335-0736-8)",bryant ranch prepack,NA,NA,NA
71335073609,morphine sulfate,morphine sulfate,morphine,NA,"tablet, film coated, extended release",oral,15 mg/1,NA,"84 tablet, film coated, extended release in 1 bottle (71335-0736-9)",bryant ranch prepack,NA,NA,NA
71335075901,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,25 tablet in 1 bottle (71335-0759-1),bryant ranch prepack,NA,NA,NA
71335075902,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,60 tablet in 1 bottle (71335-0759-2),bryant ranch prepack,NA,NA,NA
71335075903,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,30 tablet in 1 bottle (71335-0759-3),bryant ranch prepack,NA,NA,NA
71335075904,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,28 tablet in 1 bottle (71335-0759-4),bryant ranch prepack,NA,NA,NA
71335075905,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,90 tablet in 1 bottle (71335-0759-5),bryant ranch prepack,NA,NA,NA
71335075906,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,120 tablet in 1 bottle (71335-0759-6),bryant ranch prepack,NA,NA,NA
71335075907,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,40 tablet in 1 bottle (71335-0759-7),bryant ranch prepack,NA,NA,NA
71335075908,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,20 tablet in 1 bottle (71335-0759-8),bryant ranch prepack,NA,NA,NA
71335075909,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,10 tablet in 1 bottle (71335-0759-9),bryant ranch prepack,NA,NA,NA
71335085501,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,10 mg/1,NA,120 tablet in 1 bottle (71335-0855-1),bryant ranch prepack,NA,NA,NA
71335085502,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,10 mg/1,NA,30 tablet in 1 bottle (71335-0855-2),bryant ranch prepack,NA,NA,NA
71335085503,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,10 mg/1,NA,60 tablet in 1 bottle (71335-0855-3),bryant ranch prepack,NA,NA,NA
71335085504,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,10 mg/1,NA,90 tablet in 1 bottle (71335-0855-4),bryant ranch prepack,NA,NA,NA
71335085505,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,10 mg/1,NA,40 tablet in 1 bottle (71335-0855-5),bryant ranch prepack,NA,NA,NA
71335085506,oxycodone hydrochloride,oxycodone hydrochloride,oxycodone,NA,tablet,oral,10 mg/1,NA,28 tablet in 1 bottle (71335-0855-6),bryant ranch prepack,NA,NA,NA
71335088701,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,25 tablet in 1 bottle (71335-0887-1),bryant ranch prepack,NA,NA,NA
71335088702,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,60 tablet in 1 bottle (71335-0887-2),bryant ranch prepack,NA,NA,NA
71335088703,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,30 tablet in 1 bottle (71335-0887-3),bryant ranch prepack,NA,NA,NA
71335088704,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,28 tablet in 1 bottle (71335-0887-4),bryant ranch prepack,NA,NA,NA
71335088705,hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,tablet,oral,2 mg/1,NA,90 tablet in 1 bottle (71335-0887-5),bryant ranch prepack,NA,NA,NA
