ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00019158255',hydrocodone bitartrate (bulk),hydrocodone,hydrocodone,NA,.,NA,mallinckrodt,active,NA,NA,NA
'00023041901',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,"allergan, inc.",NA,NA,NA,NA
'63629309202',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629309203',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629309204',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629309205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629309206',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629309207',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629309208',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629309209',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629311501',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629311502',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629311503',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629311504',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629311505',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629311506',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317800',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317801',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317802',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317803',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317804',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317805',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317806',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317807',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317808',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629317809',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629334201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629334202',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629334203',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629334204',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629334205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629334206',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629334207',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629334208',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629334209',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629394401',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629394402',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629394403',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629394404',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629394405',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629394406',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629420701',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-2.5 mg,NA,NA,NA,NA,NA,NA
'63629420702',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-2.5 mg,NA,NA,NA,NA,NA,NA
'63629427201',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-10 mg,NA,NA,NA,NA,NA,NA
'63629427202',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-10 mg,NA,NA,NA,NA,NA,NA
'63629427203',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-10 mg,NA,NA,NA,NA,NA,NA
'63629427204',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-10 mg,NA,NA,NA,NA,NA,NA
'63629427205',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-10 mg,NA,NA,NA,NA,NA,NA
'63629427301',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427302',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427303',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427304',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427305',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427306',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427307',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427308',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427309',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629427401',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,bryant ranch pr,inactive,NA,NA,NA
'63629427402',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,bryant ranch pr,inactive,NA,NA,NA
'63629427403',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,bryant ranch pr,inactive,NA,NA,NA
'63629427404',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,bryant ranch pr,inactive,NA,NA,NA
'63629431001',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629431002',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629431003',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629431004',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629431005',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629431006',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629431007',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629431008',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629448701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629448702',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629448703',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629448704',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629448705',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629448706',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629448707',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629458201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629458202',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629458203',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629458204',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629458205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629458206',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629458207',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629458208',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629458209',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629459201',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-10 mg,NA,NA,NA,NA,NA,NA
'63629459202',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-10 mg,NA,NA,NA,NA,NA,NA
'63629459203',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629459204',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629459205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629459206',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629459207',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,bryant ranch pr,inactive,NA,NA,NA
'63629462701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629462702',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629462703',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629462704',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629462705',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629462706',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,bryant ranch pr,inactive,NA,NA,NA
'63629473101',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,2.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629473102',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,2.5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629473103',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-2.5 mg,NA,NA,NA,NA,NA,NA
'63629473104',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,325 mg-2.5 mg,NA,NA,NA,NA,NA,NA
'63629519101',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,300 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629519102',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,300 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629519103',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,300 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629519104',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,300 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629519105',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,300 mg-5 mg,NA,NA,NA,NA,NA,NA
'63629542201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629542202',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542203',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,bryant ranch pr,active,NA,NA,NA
'63629542204',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542205',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542206',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542207',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542208',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542209',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542801',hydrocodone bitartate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542802',hydrocodone bitartate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542803',hydrocodone bitartate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542804',hydrocodone bitartate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542805',hydrocodone bitartate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542806',hydrocodone bitartate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629542807',hydrocodone bitartate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543200',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543201',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543202',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543203',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543204',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629543205',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543206',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629543207',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543208',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543209',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543400',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629543401',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543402',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629543403',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543404',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543405',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543406',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,bryant ranch pr,active,NA,NA,NA
'63629543407',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543408',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543409',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543500',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543501',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543502',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543503',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543504',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543505',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543506',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543507',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543508',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543509',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-500,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543600',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543601',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543602',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543603',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543604',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543605',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543606',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543607',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543608',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543609',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-325,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543700',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543701',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543702',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543703',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543704',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543705',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543706',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543707',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543708',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629543709',hydrocodone bitartrate and ibuprofen,hydrocodone bitartrate; ibuprofen,hydrocodone,NA,2.5-200,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629545001',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-300,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629782101',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"5 mg/1,                         325  mg/1",NA,bryant ranch prepack,NA,NA,NA,NA
'63629782201',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"7.5 mg/1,                         325  mg/1",NA,bryant ranch prepack,NA,NA,NA,NA
